instancia,n,m,bf_costo,bf_cpu_seg,alns_costo,alns_cpu_seg,alns_gap_pct,mapm_costo,mapm_cpu_seg,mapm_gap_pct
coord20-2-1.dat,20,2,35035.0000,1747.7921,35035.0000,0.0226,0.0000,35035.0000,0.2444,0.0000
